Name;NetWorth;Country;Source;Rank;Age;Residence;Citizenship;Status;Children;Education;Self_made;
Kerr Neilson;01.апр;Australia;Investments;2141;71.0;Sydney, Australia;Australia;Divorced;2.0;Bachelor of Arts/Science, University of Cape Town;True;
Vadim Novinsky;01.апр;Ukraine;steel;2141;57.0;Kiev, Ukraine;Ukraine;Married;3.0;Bachelor of Arts/Science, Academy of Civil Aviation (Leningrad);True;
John Ocampo;01.апр;United States;semiconductors;2141;62.0;Los Altos, California;United States;Married;3.0;Bachelor of Engineering, Santa Clara University;True;
Jonathan Oringer;01.апр;United States;stock photos;2141;47.0;Miami Beach, Florida;United States;Single;;Master of Science, Columbia University;;
Andreas Pohl;01.апр;Germany;mutual funds;2141;56.0;Marburg, Germany;Germany;Married;3.0;;False;
Reinfried Pohl; Jr.;01.апр;Germany;mutual funds;2141;61.0;Marburg, Germany;Germany;Married;5.0;;POINT (8.775774200000001 50.8117327)
Qi Jinxing;01.апр;China;real estate;2141;59.0;Hangzhou, China;China;Married;1.0;;True;
Qian Jinghong;01.апр;China;electric scooters;2141;48.0;Wuxi, China;China;Married;;;True;
Vito Rodriguez Rodriguez;01.апр;Peru;processed milk;2141;82.0;Lima, Peru;Peru;Married;3.0;;True;
Oliver Samwer;01.апр;Germany;tech investments;2141;47.0;Munich, Germany;Germany;Married;3.0;Bachelor of Arts/Science, WHU - Otto Beisheim School of Management;True;
Martin Selig;01.апр;United States;real estate;2141;83.0;Seattle, Washington;United States;Married;3.0;Bachelor of Arts/Science, University of Washington;True;
Airat Shaimiev;01.апр;Russia;refinery, chemicals;2141;59.0;Kazan, Russia;Russia;;;Bachelor of Arts/Science, Moscow Power Engineering Institute, Kazan;True;
Amnon Shashua;01.апр;Israel;automotive technology;2141;60.0;Kfar Shmaryahu, Israel;Israel;;;;True;
Nobutoshi Shimamura;01.апр;Japan;retail;2141;95.0;Saitama, Japan;Japan;Married;3.0;;True;
Michael Spencer;01.апр;United Kingdom;stock exchange;2141;65.0;London, Suffolk, United Kingdom;United Kingdom;Married;3.0;Bachelor of Arts/Science, Oxford University;True;
Edward Stack;01.апр;United States;Dick's Sporting Goods;2141;66.0;Sewickley, Pennsylvania;United States;Married;;Bachelor of Arts/Science, St. John Fisher College;True;
Thomas Steyer;01.апр;United States;hedge funds;2141;63.0;San Francisco, California;United States;Separated;4.0;Master of Business Administration, Stanford University;;
Tan Ruiqing;01.апр;China;chemicals;2141;54.0;Zhengzhou, China;China;Married;;;True;
Itaru Tanimura;01.апр;Japan;heathcare;2141;56.0;Tokyo, Japan;Japan;;;;True;
Sukanto Tanoto;01.апр;Indonesia;diversified;2141;71.0;Singapore, Singapore;Indonesia;Married;4.0;;True;
Alexander Tedja;01.апр;Indonesia;real estate;2141;75.0;Jakarta, Indonesia;Indonesia;Married;4.0;;True;
Jim Thompson;01.апр;United States;logistics;2141;81.0;Hong Kong, Hong Kong;United States;Married;2.0;Bachelor of Arts/Science, San Jose State University;True;
Jonathan Tisch;01.апр;United States;insurance, NFL team;2141;67.0;New York, New York;United States;Married;2.0;;False;
Wilma Tisch;01.апр;United States;diversified;2141;93.0;New York, New York;United States;Widowed;4.0;Bachelor of Arts/Science, Skidmore College;False;
Gisele Trajano;01.апр;Brazil;retail;2141;;;Brazil;Single;;;False;
Jayshree Ullal;01.апр;United States;computer networking;2141;60.0;Saratoga, California;United States;Married;2.0;Bachelor of Arts/Science, San Francisco State University;;
Vardis Vardinoyannis & family;01.апр;Greece;oil and gas;2141;88.0;Athens, Greece;Greece;;5.0;;True;
Sunny Varkey;01.апр;India;education;2141;64.0;Dubai, United Arab Emirates;India;Married;2.0;;False;
Wang Jianfeng & family;01.апр;China;auto parts;2141;;Ningbo, China;China;;;;True;
Wang Junjin;01.апр;China;airline;2141;52.0;Shanghai, China;China;;;;True;
Wang Mingwang;01.апр;China;electronics components;2141;54.0;Shenzhen, China;China;Married;;EMBA, Sun Yat-sen University;True;
Wang Xiaoshen;01.апр;China;lithium;2141;52.0;Urumchi, China;China;;;;True;
Werner O. Weber;01.апр;Switzerland;electronic components;2141;82.0;Zurich, Switzerland;Switzerland;;;;True;
Drorit Wertheim;01.апр;Israel;Coca Cola Israel;2141;65.0;Bnei Atarot, Israel;Israel;Divorced;2.0;;False;
Alfred West; Jr.;01.апр;United States;money management;2141;78.0;Paoli, Pennsylvania;United States;Married;3.0;Bachelor of Arts/Science, Georgia Institute of Technology;
Wu Po Sum;01.апр;China;real estate;2141;70.0;Zhengzhou, China;China;Married;;;True;
Xie Ketao;01.апр;China;education;2141;57.0;Guangzhou, China;China;;;;True;
Swift Xie;01.апр;China;drones;2141;41.0;Shenzhen, China;China;;;;True;
Yu Guo;01.апр;China;education;2141;59.0;Nanchang, China;China;;;;True;
Richard Yuengling; Jr.;01.апр;United States;beer;2141;78.0;Pottsville, Pennsylvania;United States;Divorced;4.0;Drop Out, Lycoming College;POINT (-76.19537010000001 40.6851324)
Clayton Zekelman;01.апр;Canada;steel;2141;52.0;Windsor, Canada;Canada;;;;False;
Zheng Hong & family;01.апр;China;electronics;2141;70.0;Beijing, China;China;;;;True;
Shusheng Zheng;01.апр;China;telecom;2141;55.0;Hangzhou, China;China;;;Doctorate, Zhejiang University;True;
Zhuo Jun;01.апр;Hong Kong;printed circuit boards;2141;55.0;Hong Kong, Hong Kong;Hong Kong;Widowed;;;False;
Inigo Zobel;01.апр;Philippines;Diversified;2141;64.0;Makati, Philippines;Philippines;;;;False;
Sanjay Agarwal;01.мар;India;banking;2263;50.0;Jaipur, India;India;Married;2.0;Chartered Accountant, Institute of Chartered Accountants of India;True;
Hamad bin Jassim bin Jaber Al Thani;01.мар;Qatar;investments;2263;61.0;Doha, Qatar;Qatar;Married;;;False;
Nerio Alessandri;01.мар;Italy;gym equipment;2263;60.0;Cesena, Italy;Italy;Married;2.0;;True;
Mika Anttonen;01.мар;Finland;oil & gas;2263;54.0;Helsinki, Finland;Finland;Married;;;True;
Ryuji Arai;01.мар;Japan;appliances;2263;74.0;Tokyo, Japan;Japan;;;;True;
Mehmet Aydinlar;01.мар;Turkey;hospitals;2263;64.0;Istanbul, Turkey;Turkey;Married;1.0;;True;
Achal Bakeri;01.мар;India;air coolers;2263;61.0;Ahmedabad, India;India;Married;2.0;Master of Business Administration, Marshall School of Business;True;
Elena Baturina;01.мар;Russia;investments, real estate;2263;58.0;London, United Kingdom;Russia;Widowed;2.0;Bachelor of Arts/Science, State University of Management;True;
Othman Benjelloun & family;01.мар;Morocco;banking, insurance;2263;88.0;Casablanca, Morocco;Morocco;Married;2.0;Diploma, Ecole Polytechnique de Lausanne;False;
Oleg Boyko;01.мар;Russia;diversified;2263;56.0;Lipperswil, Switzerland;Russia;Single;;Master of Science, Moscow Aviation University;;
Ludwig Theodor Braun;01.мар;Germany;medical technology;2263;31.0;Melsungen, Germany;Germany;;;;False;
Ana Maria Brescia Cafferata;01.мар;Peru;mining, banking;2263;97.0;Lima, Peru;Peru;Single;;;False;
Chris Britt;01.мар;United States;fintech;2263;48.0;San Francisco, California;United States;;;Bachelor of Arts/Science, Tulane University;True;
Rafal Brzoska;01.мар;Poland;parcel lockers;2263;43.0;Warsaw, Poland;Poland;;;;True;
Chuck Bundrant;01.мар;United States;fishing;2263;79.0;Seattle, Washington;United States;Married;3.0;Drop Out, Middle Tennessee State University;True;
Pradip Burman;01.мар;India;consumer goods;2263;78.0;Delhi, India;India;Married;2.0;Bachelor of Engineering, Massachusetts Institute of Technology;False;
Cao Xiaochun;01.мар;China;pharmaceuticals;2263;52.0;Hangzhou, China;China;;;;True;
Chang Pyung-soon;01.мар;South Korea;educational services;2263;70.0;Seoul, South Korea;South Korea;Married;2.0;Bachelor of Arts/Science, Yonsei University;True;
Jeffrey Cheah;01.мар;Malaysia;property;2263;76.0;Kuala Lumpur, Malaysia;Malaysia;Married;3.0;Bachelor of Arts/Science, Victoria University;True;
Vivien Chen;01.мар;Hong Kong;real estate;2263;62.0;Hong Kong, Hong Kong;Hong Kong;;3.0;;False;
Cheng Lili;01.мар;China;poultry breeding;2263;56.0;Changzhou, China;China;Married;;;True;
Cho Jung-ho;01.мар;South Korea;finance;2263;62.0;Seoul, South Korea;South Korea;Married;3.0;Master of Business Administration, IMD;;
Cho Jyh-jer;01.мар;Taiwan;semiconductors;2263;;;Taiwan;Married;2.0;;True;
Chu Jian;01.мар;China;Manufacturing;2263;58.0;Hangzhou, China;China;;;;True;
Eduard Chukhlebov;01.мар;Russia;metallurgy;2263;57.0;Moscow, Russia;Russia;Married;;;True;
Turgay Ciner;01.мар;Turkey;diversified;2263;65.0;Istanbul, Turkey;Turkey;Married;1.0;Bachelor of Arts/Science, Istanbul Academy;True;
Tim Cook;01.мар;United States;Apple;2263;60.0;Cupertino, California;United States;;;Master of Business Administration, Fuqua School of Business;True;
Richard Desmond;01.мар;United Kingdom;publishing;2263;69.0;London, United Kingdom;United Kingdom;Married;3.0;;True;
Du Shuanghua;01.мар;China;steel;2263;56.0;Hengshui, China;China;;;;True;
Egon Durban;01.мар;United States;private equity;2263;47.0;Atherton, California;United States;Married;3.0;Bachelor of Science, Georgetown University;True;
Eduardo Eurnekian;01.мар;Argentina;airports, investments;2263;88.0;Buenos Aires, Argentina;Argentina;Single;;;True;
Fan Minhua;01.мар;China;pharmaceuticals;2263;59.0;Haikou, China;China;Married;;;True;
Feng Chenhui;01.мар;United States;Electronics;2263;55.0;Wuxi, China;United States;;;Master, Tsinghua University;True;
Feng Yi;01.мар;China;software;2263;47.0;Shenzhen, China;China;;;;True;
John Goff;01.мар;United States;real estate;2263;66.0;Fort Worth, Texas;United States;Married;;Chartered Accountant, University of Texas;True;
Kenneth Hao;01.мар;United States;private equity;2263;52.0;Hillsborough, California;United States;;;;True;
Ayman Hariri;01.мар;Lebanon;construction, investments;2263;42.0;Paris, France;Lebanon;Married;3.0;Bachelor of Arts/Science, Georgetown University;False;
Michael Heine;01.мар;Australia;financial services;2263;71.0;Melbourne, Australia;Australia;;2.0;;True;
Eduardo Hochschild;01.мар;Peru;mining;2263;57.0;Lima, Peru;Peru;Married;4.0;Bachelor of Arts/Science, Tufts University;False;
Huang Dawen;01.мар;Hong Kong;silicon;2263;60.0;Hong Kong, Hong Kong;Hong Kong;;;;True;
Huang Shan;01.мар;China;software;2263;;;;;;;;
Jiang Ganjun;01.мар;China;home & office products;2263;57.0;Guangzhou, China;China;;;;True;
Conni Jonsson;01.мар;Sweden;asset management;2263;60.0;Stockholm, Sweden;Sweden;Married;;;True;
Zbigniew Juroszek & family;01.мар;Poland;real estate, gambling;2263;58.0;Cieszyn, Poland;Poland;;;;True;
AndrГ© Kasprzak;01.мар;Denmark;shoes;2263;34.0;Denmark;Denmark;;;;False;
Anna Kasprzak;01.мар;Denmark;shoes;2263;31.0;Haderslev, Denmark;Denmark;In Relationship;1.0;;False;
Peter Kelly;01.мар;United Kingdom;I.T.;2263;63.0;Bristol, United Kingdom;United Kingdom;Married;;;True;
Kim Nam-jung;01.мар;South Korea;food;2263;48.0;Seoul, South Korea;South Korea;Married;2.0;Bachelor of Arts/Science, Korea University;;
Hemendra Kothari;01.мар;India;Financial Services;2263;74.0;Mumbai, India;India;Widowed;2.0;Bachelor of Arts/Economics, Bombay University;False;
Michael Krasny;01.мар;United States;retail;2263;67.0;Highland Park, Illinois;United States;Married;1.0;Bachelor of Arts/Science, University of Illinois, Urbana-Champaign;True;
Igor Kudryashkin;01.мар;Russia;metallurgy;2263;59.0;Moscow, Russia;Russia;Married;1.0;Ph.D, Moscow Institute of Steel and Alloys;True;
Bernard Lewis & family;01.мар;United Kingdom;fashion retailer;2263;95.0;London, United Kingdom;United Kingdom;;;;True;
Li Tan;01.мар;China;pharmaceuticals;2263;56.0;Shenzhen, China;China;Married;;Bachelor of Arts/Science, Sichuan University;True;
Liang Guangwei;01.мар;China;conglomerate;2263;57.0;Shenzhen, China;China;;;;True;
Liang Jiankun & family;01.мар;China;cobalt mining;2263;59.0;Nanjing, China;China;;;;True;
Liu Jilu & family;01.мар;China;Logistics;2263;74.0;Maanshan, China;China;;;;True;
Mangal Prabhat Lodha;01.мар;India;real estate;2263;65.0;Mumbai, India;India;Married;2.0;;True;
Brandt Louie;01.мар;Canada;drugstores;2263;77.0;Vancouver, Canada;Canada;Married;2.0;;False;
Lu Hongyan;01.мар;China;online games;2263;43.0;Xiamen, China;China;;;;True;
Zhaoxi Lu;01.мар;China;e-commerce;2263;52.0;Hangzhou, China;China;;;;True;
Ma Renhe;01.мар;China;textiles, apparel;2263;61.0;Ningbo, China;China;;;;True;
Deepak Mehta;01.мар;India;chemicals;2263;64.0;Vadodara, India;India;Married;2.0;Bachelor of Science, Bombay University;False;
Ulrike Meister;01.мар;Germany;appliances;2263;54.0;Landsberg, Germany;Germany;;;;False;
Lidiya Mikhailova & family;01.мар;Russia;agribusiness;2263;63.0;London, United Kingdom;Russia;Divorced;2.0;;True;
Alan Miller & family;01.мар;United States;healthcare services;2263;;;;;;;;
Martin Moller Nielsen;01.мар;Denmark;aircraft leasing;2263;56.0;London, United Kingdom;Denmark;Single;;;True;
Greg Mondre;01.мар;United States;private equity;2263;46.0;New York, New York;United States;Married;;;True;
Yoshiko Mori;01.мар;Japan;real estate;2263;80.0;Tokyo, Japan;Japan;Widowed;2.0;;False;
Bob Muglia;01.мар;United States;software;2263;61.0;Mercer Island, Washington;United States;Married;1.0;Bachelor of Science, University of Michigan;True;
George Alexander Muthoot;01.мар;India;financial services;2263;65.0;Ernakulam, India;India;Married;2.0;Chartered Accountant, Institute of Chartered Accountants of India;;
George Jacob Muthoot;01.мар;India;financial services;2263;68.0;Trivandrum, India;India;Married;2.0;Bachelor of Science in Engineering, Manipal University;False;
George Thomas Muthoot;01.мар;India;financial services;2263;70.0;Kottayam, India;India;Married;2.0;;False;
Ranjan Pai;01.мар;India;education;2263;48.0;Bangalore, India;India;Married;2.0;;False;
Antonio Percassi;01.мар;Italy;real estate, diversified;2263;67.0;Bergamo, Italy;Italy;Divorced;6.0;;True;
Stefan Pierer;01.мар;Austria;automotive;2263;64.0;Wels, Austria;Austria;;;Bachelor of Arts/Science, Montan University;True;
Qiu Minxiu;01.мар;China;semiconductors;2263;75.0;Shangyu, China;China;;;;True;
Lily Safra;01.мар;Monaco;banking;2263;83.0;Geneva, Switzerland;Monaco;Widowed;2.0;;False;
Nobutada Saji;01.мар;Japan;beverages;2263;75.0;Tokyo, Japan;Japan;Married;;Master of Business Administration, Anderson School of Management;False;
Thomas Sandell;01.мар;Sweden;hedge funds;2263;60.0;London, United Kingdom;Sweden;Married;1.0;Master of Business Administration, Columbia Business School;;
Penny Sanford;01.мар;United States;real estate brokerage;2263;55.0;Bellingham, Washington;United States;;;;False;
Ilya Scherbovich;01.мар;Russia;investments;2263;46.0;Moscow, Russia;Russia;Married;2.0;Master of Science, Plekhanov Russian University of Economics;True;
Gerald Schwartz;01.мар;Canada;finance;2263;79.0;Toronto, Canada;Canada;Married;4.0;Master of Business Administration, Harvard University;True;
Anatoly Sedykh;01.мар;Russia;steel pipes;2263;56.0;Moscow, Russia;Russia;Married;2.0;Bachelor of Science in Engineering, Moscow Institute of Steel and Alloys;True;
Radik Shaimiev;01.мар;Russia;refinery, chemicals;2263;56.0;Kazan, Russia;Russia;Married;2.0;Bachelor of Arts/Science, Kazan Institute of Civil Engineering;True;
Shao Xiaofeng;01.мар;China;e-commerce;2263;55.0;Hangzhou, China;China;;;;True;
Shi Xu;01.мар;Singapore;technology;2263;57.0;Singapore, Singapore;Singapore;Married;;;True;
Shin Chang-jae;01.мар;South Korea;insurance;2263;67.0;Seoul, South Korea;South Korea;Married;2.0;Doctorate, Seoul National University;False;
Ron Sim;01.мар;Singapore;retail;2263;62.0;Singapore, Singapore;Singapore;Married;3.0;;True;
Jasminder Singh & family;01.мар;United Kingdom;hotels;2263;70.0;London, United Kingdom;United Kingdom;Married;;;True;
Jared Smith;01.мар;United States;cloud computing;2263;46.0;Provo, Utah;United States;;;Bachelor of Science, London School of Economics;True;
Terry Snow;01.мар;Australia;airports, real estate;2263;77.0;Canberra, Australia;Australia;Married;4.0;;True;
Petter Stordalen & family;01.мар;Norway;hotels;2263;58.0;Oslo, Norway;Norway;Married;;;True;
Dirk Stroeer;01.мар;Germany;advertising;2263;52.0;Cologne, Germany;Germany;;;;False;
Satoshi Suzuki;01.мар;Japan;cosmetics;2263;67.0;Tokyo, Japan;Japan;Married;;;False;
Tang Zhuang;01.мар;United States;electronics;2263;48.0;Wuxi, China;United States;;;Bachelor of Arts/Science, Peking University;;
Joop van den Ende;01.мар;Netherlands;TV shows;2263;79.0;Baarn, Netherlands;Netherlands;Married;2.0;;True;
Masaru Wasami;01.мар;Japan;logistics;2263;75.0;Japan;Japan;;;;True;
Wei Shaojun;01.мар;China;real estate;2263;58.0;Baoding, China;China;;;;True;
Farris Wilks;01.мар;United States;natural gas;2263;69.0;Cisco, Texas;United States;Married;11.0;Diploma, High School;True;
Whitney Wolfe Herd;01.мар;United States;dating app;2263;31.0;Austin, Texas;United States;Married;1.0;Bachelor of Arts/Science, Southern Methodist University;True;
Wu Yonghua;01.мар;China;apparel;2263;50.0;Xiamen, China;China;;;;True;
Xia Shudong;01.мар;China;IT service;2263;48.0;Beijing, China;China;;;Doctorate, Beijing University;True;
Xiong Jun & family;01.мар;China;pharmaceuticals;2263;47.0;Shanghai, China;China;;;;True;
Xu Guangfu & family;01.мар;China;Daqo Group;2263;78.0;Chongqing, China;China;;;;True;
Yang Keng;01.мар;China;real estate;2263;60.0;Chengdu, China;China;Married;;Bachelor of Arts/Science, Sichuan University;True;
Luis Enrique Yarur Rey;01.мар;Chile;banking;2263;70.0;Santiago, Chile;Chile;Married;8.0;Master of Business Administration, IESE Business School;False;
Ye Qiongjiu;01.мар;China;software;2263;66.0;Hangzhou, China;China;;;;True;
Yeh Kuo-I;01.мар;Taiwan;manufacturing;2263;80.0;;Taiwan;Married;2.0;;True;
Yu Bangping & family;01.мар;China;coal mining;2263;53.0;Liupanshui, China;China;Married;;;True;
Yu Jinkun & family;01.мар;China;transportation equipment;2263;78.0;Changzhou, China;China;;;;True;
Patrick Zalupski;01.мар;United States;homebuilding;2263;40.0;Jacksonville, Florida;United States;Married;2.0;Bachelor of Science, Stetson University;True;
Zhang Gongyun;01.мар;China;tyre manufacturing machinery;2263;58.0;Gaomi, China;China;;;;True;
Zhou Chengjian;01.мар;China;fashion retail;2263;56.0;Shanghai, China;China;Married;1.0;EMBA, Zhejiang University;True;
Zhou Xiayun & family;01.мар;China;Education;2263;66.0;Ningguo, China;China;;;;True;
Zhu Tao;01.мар;China;pharmaceutical;2263;48.0;Tianjin, China;China;;;Doctorate in Pedagogical Sciences, Carnegie Mellon University;;
Aras Agalarov;01.фев;Russia;real estate;2378;65.0;Moscow, Russia;Russia;Married;2.0;Bachelor of Arts/Science, Baku Polytechnical Instit;True;
Syed Mokhtar AlBukhary;01.фев;Malaysia;engineering, energy, construction;2378;69.0;Kuala Lumpur, Malaysia;Malaysia;Married;5.0;Drop Out, High School;True;
Anant Asavabhokin;01.фев;Thailand;real estate;2378;70.0;Bangkok, Thailand;Thailand;Married;3.0;;True;
Thomas Bailey;01.фев;United States;money management;2378;84.0;Aspen, Colorado;United States;Divorced;2.0;Bachelor of Arts/Science, Michigan State University;;
Shay Banon;01.фев;Israel;search engine;2378;43.0;Palo Alto, California;Israel;Married;;;True;
Sachin Bansal;01.фев;India;flipkart;2378;39.0;Bangalore, India;India;Married;1.0;Bachelor of Science in Engineering, Indian Institute of Technology;True;
Christian Bertermann;01.фев;Germany;used car sales;2378;37.0;Berlin, Germany;Germany;;;Bachelor of Business Administration, University of Manheim;True;
Cao Kejian;01.фев;China;air compressors;2378;59.0;Quzhou, China;China;Married;1.0;;True;
Edouard Carmignac;01.фев;France;asset management;2378;73.0;Paris, France;France;Married;5.0;;True;
Chen Gang;01.фев;China;solar energy;2378;53.0;Guangzhou, China;China;;;;True;
Chen Tianqiao;01.фев;China;online games;2378;47.0;Atherton, California;China;Married;2.0;Bachelor of Arts/Science, Fudan University;True;
Henry Cheng;01.фев;Hong Kong;diversified;2378;74.0;Hong Kong, Hong Kong;Hong Kong;Married;4.0;Bachelor of Arts/Science, The University of Western Ontario - Richard Ivey School of Business;;
Cheng Wei;01.фев;China;ride-hailing service;2378;38.0;Beijing, China;China;;;;True;
Chey Ki-won;01.фев;South Korea;computer services, telecom;2378;56.0;Seoul, South Korea;South Korea;Divorced;;;False;
Chua Thian Poh;01.фев;Singapore;real estate;2378;72.0;Singapore, Singapore;Singapore;Married;4.0;;True;
Ronald Clarke;01.фев;United States;payments technology;2378;65.0;Duluth, Georgia;United States;Married;2.0;Bachelor of Arts/Science, Colby College;;
Sandor Csanyi;01.фев;Hungary;finance, real estate;2378;68.0;Budapest, Hungary;Hungary;Married;5.0;;True;
Diego Della Valle;01.фев;Italy;shoes;2378;67.0;Sant'' Elpidio A Mare, Italy;Italy;Married;2.0;;False;
Deng Hui & family;01.фев;United States;software;2378;59.0;Hangzhou, China;United States;Married;;Ph.D, Washington University in St. Louis;True;
Carl DeSantis;01.фев;United States;energy drink;2378;81.0;Delray Beach, Florida;United States;;;;True;
Mathias Doepfner;01.фев;Germany;Media;2378;58.0;;Germany;;;;False;
Aydin Dogan;01.фев;Turkey;media;2378;85.0;Istanbul, Turkey;Turkey;Married;4.0;;True;
Marek Dospiva;01.фев;Czechia;investments;2378;51.0;Prague, Czechia;Czechia;Divorced;;;True;
Wesley Edens;01.фев;United States;investments;2378;59.0;New York, New York;United States;Married;4.0;Bachelor of Arts/Science, Oregon State University;True;
Wolfgang Egger;01.фев;Germany;real estate;2378;55.0;Augsburg, Germany;Germany;;1.0;;True;
Gabriel Escarrer;01.фев;Spain;hotels;2378;86.0;Palma de Majorca, Spain;Spain;Married;6.0;;True;
Fan Zhaoxia & family;01.фев;China;photovoltaic equipment;2378;53.0;Beijing, China;China;Married;;;True;
Clement Fayat & family;01.фев;France;construction;2378;89.0;Saint-Г‰milion, France;France;Married;;;True;
Gleb Fetisov;01.фев;Russia;investments;2378;54.0;Moscow, Russia;Russia;Married;3.0;Doctorate, Moscow State University;True;
Benedicte Find;01.фев;Denmark;medical devices;2378;;Copenhagen, Denmark;Denmark;;;;False;
J. Christopher Flowers;01.фев;United States;investments;2378;63.0;New York, New York;United States;Married;2.0;Bachelor of Arts/Science, Harvard University;True;
Dan Gertler;01.фев;Israel;mining;2378;47.0;Bnei Brak, Israel;Israel;Married;11.0;Diploma, High School;False;
Premchand Godha;01.фев;India;pharmaceuticals;2378;74.0;Mumbai, India;India;Married;2.0;Chartered Accountant, Institute of Chartered Accountants of India;;
Lance Gokongwei;01.фев;Philippines;diversified;2378;53.0;Manila, Philippines;Philippines;Married;;Bachelor of Science, The Wharton School of the University of Pennsylvania;;
Lawrence Golub;01.фев;United States;private equity;2378;61.0;New York, New York;United States;;;Master of Business Administration, Harvard Business School;;
Ryan Graves;01.фев;United States;uber;2378;37.0;Kauai, Hawaii;United States;Married;4.0;Bachelor of Arts/Science, Miami University of Ohio;True;
Mehmet Nazif Gunal;01.фев;Turkey;tourism, construction;2378;73.0;Istanbul, Turkey;Turkey;Married;3.0;;True;
Stelios Haji-Ioannou;01.фев;Cyprus;EasyJet;2378;54.0;Monte Carlo, Monaco;Cyprus;Single;;Master of Science, City University of London;;
Alfredo Harp Helu & family;01.фев;Mexico;banking;2378;77.0;Mexico City, Mexico;Mexico;Married;4.0;;True;
Jaroslav Hascak;01.фев;Slovakia;investments;2378;51.0;Bratislava, Slovakia;Slovakia;Married;;;True;
Hong Seok-joh;01.фев;South Korea;convenience stores;2378;68.0;Seoul, South Korea;South Korea;Married;1.0;Master of Laws, Harvard University;;
Hu Xiaojun & family;01.фев;China;Airline;2378;59.0;Guiyang, China;China;Married;;;True;
Huang Shanbing & family;01.фев;China;semiconductors;2378;64.0;Qidong, China;China;Married;;;True;
Huang Yimeng;01.фев;China;mobile games;2378;39.0;Shanghai, China;China;;;;True;
Jonas Kamprad;01.фев;Sweden;IKEA;2378;55.0;London, United Kingdom;Sweden;Married;2.0;;False;
Mathias Kamprad;01.фев;Sweden;IKEA;2378;51.0;London, United Kingdom;Sweden;Divorced;2.0;;False;
Peter Kamprad;01.фев;Sweden;IKEA;2378;57.0;Tervuren, Belgium;Sweden;Married;2.0;;False;
Eugene Kaspersky;01.фев;Russia;software;2378;55.0;Moscow, Russia;Russia;Divorced;4.0;Bachelor of Arts/Science, Institute of Cryptography, Telecommunications and Computer Science (FSB Academy);True;
Kim Dae-il;01.фев;South Korea;mobile gaming;2378;41.0;Anyang, South Korea;South Korea;Married;1.0;;True;
Kim Jung-woong;01.фев;South Korea;cosmetics;2378;46.0;Seoul, South Korea;South Korea;Married;1.0;Associate in Arts/Science, Daelim University;True;
Kazutoshi Kobayashi;01.фев;Japan;cosmetics;2378;58.0;Tokyo, Japan;Japan;;;;False;
Masanori Kobayashi;01.фев;Japan;cosmetics;2378;48.0;Tokyo, Japan;Japan;;;;False;
Takao Kobayashi;01.фев;Japan;cosmetics;2378;56.0;Tokyo, Japan;Japan;;;;False;
Hakan Koc;01.фев;Germany;online car sales;2378;36.0;Berlin, Germany;Germany;;;Bachelor of Law, Bucerius Law School;True;
Andrei Komarov;01.фев;Russia;manufacturing;2378;54.0;Moscow, Russia;Russia;Married;6.0;Bachelor of Arts/Science, Moscow Institute of Chemical Engineering;True;
Koo Bon-joon;01.фев;South Korea;electronics, household products;2378;69.0;Seoul, South Korea;South Korea;Married;2.0;Bachelor of Arts/Science, Seoul National University;;
Koo Bon-neung;01.фев;South Korea;electronics;2378;72.0;Seoul, South Korea;South Korea;Married;2.0;Bachelor of Arts/Science, Korea University;False;
Koo Bon-sik;01.фев;South Korea;LG;2378;62.0;Seoul, South Korea;South Korea;Married;3.0;Master, University of Michigan;False;
Kwek Leng Peck;01.фев;Singapore;diversified;2378;65.0;Singapore, Singapore;Singapore;Married;;;False;
Joe Lacob;01.фев;United States;Golden State Warriors;2378;65.0;Atherton, California;United States;Married;4.0;Master of Business Administration, Stanford University;;
Guy LalibertГ©;01.фев;Canada;Cirque du Soleil;2378;61.0;Montreal, Canada;Canada;In Relationship;5.0;;True;
Lee Jay-hyun;01.фев;South Korea;food products, entertainment;2378;61.0;Seoul, South Korea;South Korea;Married;2.0;Bachelor of Arts/Science, Korea University;False;
Li Fengluan;01.фев;China;steel, diversified;2378;59.0;Ruzhou, China;China;Married;;;True;
Lin Jie & family;01.фев;China;pharmaceuticals;2378;52.0;Taizhou, China;China;Married;;;True;
Liu Baolin;01.фев;China;pharmacies;2378;67.0;Wuhan, China;China;Married;2.0;;True;
Liu Gexin & family;01.фев;China;pharmaceuticals;2378;69.0;Chengdu, China;China;Married;1.0;Medical Doctor, Chongqing Universtiy;True;
Lou Guoqiang;01.фев;China;copper;2378;64.0;Ningbo, China;China;;;;True;
Lu Shenglin;01.фев;China;machinery;2378;40.0;Dongguan, China;China;;;;True;
Lu Zhilin;01.фев;China;machinery;2378;38.0;Dongguan, China;China;;;;True;
Frederic Luddy;01.фев;United States;software;2378;66.0;San Diego, California;United States;Single;1.0;Drop Out, Indiana University;True;
Lun Ruixiang & family;01.фев;China;real estate;2378;53.0;Hong Kong, Hong Kong;China;Married;;;True;
Alexander Lutsenko & family;01.фев;Russia;agribusiness;2378;59.0;Kaliningrad;Russia;Married;2.0;;True;
Bill Malhotra;01.фев;Canada;real estate;2378;71.0;Ottawa, Canada;Canada;Married;2.0;Bachelor of Engineering, Birla Institute of Technology and Science (BITS) - Pilani;True;
Jorge Mas;01.фев;United States;Construction;2378;58.0;Miami, Florida;United States;Married;3.0;Master of Business Administration, University of Miami;False;
